Claim_ID,AD_Total,TPPI_Total,TPPD_Total
878,1806.55,80.78,6136.57
879,37.51,184.08,5905.23
880,34.8,943126.98,6246.52
881,34.6,5445.06,5781.25
882,39.28,24.2,5990.82
883,95.25,5364.41,5923.7
884,1080.33,1981.36,6004.1
885,595.55,62.63,5846.63
886,3120.13,30.83,6080.57
887,610.31,168.13,6178.23
888,283.08,6147.11,6095.1
889,606.02,241.85,5975.56
890,622.57,3166.88,5979.17
891,1154,168059.95,6122.04
892,2808.1,87093.9,6045.68
893,222.42,117272.57,5970.05
894,223.64,124.3,6021.58
895,2172.48,5408.01,5940.56
896,250.34,5128.59,6006.58
897,945.03,1427884.85,5865.99
898,1823.49,675848.18,6027.48
899,1545.42,3292.18,6000.18
900,184.67,135398.33,6041.03
901,107.31,22.72,5981.71
902,1097.42,167674.76,5963.78
903,319.67,420.23,6038.01
904,589.73,24783.61,5930.63
905,1766.34,35.69,5924.15
906,582.38,20605044.64,5919.21
907,745.77,16.07,6133.43
908,3177.27,150.17,6065.51
909,554.42,437971.4,5901.1
910,130.02,777.54,5986.07
911,1207.72,244.47,6064.12
912,597.92,5.82,6003.45
913,1053.82,1212210.86,5771.99
914,1408.32,47.93,6115.2
915,603.25,106401.47,6145.92
916,81.9,329492.05,6008.6
917,827.72,114.45,5934.89
918,1610.84,20426.15,6086.9
919,1045.62,11131.96,6037.78
920,4921.17,35185.02,5973.26
921,112.97,8922.03,6170.27
922,605.61,753.33,5969.83
923,141.04,109.8,6005.11
924,138.21,809043.1,6019.49
925,300.44,117.14,5875.46
926,3242.26,63639150.18,6246.3
927,1042.11,217.04,6037.4
928,610.39,44719.34,5917.75
929,578.2,230.75,5967.02
930,210.43,257.8,5969.37
931,222.59,14417.76,6082.01
932,5341.56,5019.22,6066.82
933,3826.94,280318.51,5904.77
934,434.82,539.19,6189.23
935,43.63,18209.22,5924.64
936,1467.02,103.46,6287.51
937,279.54,1.88,5905
938,4065.09,2435.72,5990.42
939,107.49,939236.88,6018.68
940,555.67,7430.11,6110.24
941,1587.78,61.7,6047.61
942,65.4,4997903.72,6026.72
943,557.27,56.05,6211.87
944,429.54,2883.56,5952.98
945,231.08,2069.39,5955.56
946,5289.17,2763.68,6013.93
947,805.09,208.31,6051.66
948,200.01,12.65,6187.68
949,1313.07,317.95,5932.79
950,924.01,15449876.68,6073.92
951,3609.04,3.01,5815.69
952,366.05,6449.12,5921.31
953,317.59,413560.98,5885.03
954,1438.56,69226.13,6013.9
955,1417.13,7101.37,5893.72
956,2163.32,544996.92,6197.14
957,259.86,4.99,5800.81
958,240.55,204.48,6140.92
959,1455.14,715.58,5990.89
960,3096.01,41.27,5817.79
961,717.57,6387.33,6066.2
962,5268.34,896.56,6019.31
963,211.99,926.13,5876.82
964,160.64,14.73,5909.01
965,457.82,35153.06,6018.23
966,593.1,-1.77,5833.39
967,503.76,0.35,6091.01
968,428.58,353.17,6006.51
969,217.34,688.83,6059.45
970,693.07,53.17,5993.45
971,1296.74,1804.2,6192.56
972,2336.96,650.74,6138.9
973,198.64,11711.23,6080.22
974,249.41,4336.72,6037.54
975,950.01,18714.76,6013.31
976,1571.34,1.99,6134.04
977,939.58,1339.23,6171.08
978,4615.35,9.08,5944.8
979,1014.29,81.52,6158.85
980,955.56,7.26,6118.86
981,707.73,1323.93,6083.69
982,2035.75,70122.63,6053.02
983,412.03,2291.47,6149.54
984,243.53,5156.65,6035.73
985,41.81,668.48,6051.13
986,296.79,16706.47,6041.67
987,392.99,9162.23,6004.93
988,292.88,19700.33,5862.26
989,359.13,191.27,5754.88
990,1849.21,270.01,5991.55
991,884.35,392.11,5892.33
992,995.54,559.13,5967.29
993,3703.52,13364.34,6053.24
994,1015.99,1017,6189.87
995,591.95,1407790.51,5943.14
996,586.7,3.03,5844.55
997,279.42,110.18,5901.04
998,89.2,9.23,5956.58
